Optical Parameter Monitor
7.0.5319.1035
Delimiter Used: , ','

Start of Measurement , 11/28/2025 11:42:12
Sample Interval , 0.1 s
, PM 220208217
Type, PM100USB
Serialnumber, 1915246
Sensor, S150C
SensorSerialnumber, 220208217
Wavelength / Responsivity, 401 nm

,,,PM 220208217, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/28/2025, 11:42:12.109,3.8287E-09
1, 11/28/2025, 11:42:12.478,3.8105E-09
2, 11/28/2025, 11:42:12.582,3.8287E-09
3, 11/28/2025, 11:42:12.705,3.8287E-09
4, 11/28/2025, 11:42:12.829,3.8287E-09
5, 11/28/2025, 11:42:12.953,3.7923E-09
6, 11/28/2025, 11:42:13.060,3.8287E-09
7, 11/28/2025, 11:42:13.182,3.8105E-09
8, 11/28/2025, 11:42:13.306,3.7559E-09
9, 11/28/2025, 11:42:13.435,3.8287E-09
10, 11/28/2025, 11:42:13.557,3.8105E-09
11, 11/28/2025, 11:42:13.681,3.8287E-09
12, 11/28/2025, 11:42:13.804,3.7741E-09
13, 11/28/2025, 11:42:13.926,3.8469E-09
14, 11/28/2025, 11:42:14.053,3.8105E-09
15, 11/28/2025, 11:42:14.176,3.8105E-09
16, 11/28/2025, 11:42:14.298,3.7923E-09
17, 11/28/2025, 11:42:14.421,3.8469E-09
18, 11/28/2025, 11:42:14.544,3.7923E-09
19, 11/28/2025, 11:42:14.668,3.7923E-09
20, 11/28/2025, 11:42:14.792,3.8469E-09
21, 11/28/2025, 11:42:14.915,3.7923E-09
22, 11/28/2025, 11:42:15.038,3.8105E-09
23, 11/28/2025, 11:42:15.162,3.7741E-09
24, 11/28/2025, 11:42:15.285,3.7741E-09
25, 11/28/2025, 11:42:15.408,3.8105E-09
26, 11/28/2025, 11:42:15.530,3.8105E-09
27, 11/28/2025, 11:42:15.654,3.8651E-09
28, 11/28/2025, 11:42:15.780,3.8105E-09
29, 11/28/2025, 11:42:15.904,3.8105E-09
30, 11/28/2025, 11:42:16.027,3.8105E-09
31, 11/28/2025, 11:42:16.150,3.8105E-09
32, 11/28/2025, 11:42:16.272,3.8287E-09
33, 11/28/2025, 11:42:16.394,3.8469E-09
34, 11/28/2025, 11:42:16.518,3.8651E-09
35, 11/28/2025, 11:42:16.641,3.8651E-09
36, 11/28/2025, 11:42:16.764,3.8105E-09
37, 11/28/2025, 11:42:16.887,3.7923E-09
38, 11/28/2025, 11:42:17.011,3.7923E-09
39, 11/28/2025, 11:42:17.134,3.8287E-09
40, 11/28/2025, 11:42:17.257,3.7559E-09
41, 11/28/2025, 11:42:17.379,3.7741E-09
42, 11/28/2025, 11:42:17.502,3.7923E-09
43, 11/28/2025, 11:42:17.625,3.7923E-09
44, 11/28/2025, 11:42:17.749,3.7923E-09
45, 11/28/2025, 11:42:17.872,3.8287E-09
46, 11/28/2025, 11:42:17.996,3.7559E-09
47, 11/28/2025, 11:42:18.119,3.7741E-09
48, 11/28/2025, 11:42:18.243,3.8287E-09
49, 11/28/2025, 11:42:18.366,3.7923E-09
50, 11/28/2025, 11:42:18.490,3.8105E-09
51, 11/28/2025, 11:42:18.612,3.8105E-09
52, 11/28/2025, 11:42:18.736,3.7923E-09
53, 11/28/2025, 11:42:18.860,3.7923E-09
54, 11/28/2025, 11:42:18.983,3.7923E-09
55, 11/28/2025, 11:42:19.106,3.7741E-09
56, 11/28/2025, 11:42:19.228,3.8287E-09
57, 11/28/2025, 11:42:19.351,3.7741E-09
58, 11/28/2025, 11:42:19.474,3.7923E-09
59, 11/28/2025, 11:42:19.598,3.8105E-09
60, 11/28/2025, 11:42:19.721,3.7923E-09
61, 11/28/2025, 11:42:19.844,3.8105E-09
62, 11/28/2025, 11:42:19.967,3.8105E-09
63, 11/28/2025, 11:42:20.090,3.7923E-09
64, 11/28/2025, 11:42:20.213,3.7923E-09
65, 11/28/2025, 11:42:20.337,3.8287E-09
66, 11/28/2025, 11:42:20.460,3.7923E-09
67, 11/28/2025, 11:42:20.582,3.7741E-09
68, 11/28/2025, 11:42:20.705,3.8105E-09
69, 11/28/2025, 11:42:20.828,3.7741E-09
70, 11/28/2025, 11:42:20.952,3.8469E-09
71, 11/28/2025, 11:42:21.075,3.7923E-09
72, 11/28/2025, 11:42:21.198,3.8287E-09
73, 11/28/2025, 11:42:21.321,3.7741E-09
74, 11/28/2025, 11:42:21.443,3.7923E-09
75, 11/28/2025, 11:42:21.565,3.8287E-09
76, 11/28/2025, 11:42:21.689,3.8105E-09
77, 11/28/2025, 11:42:21.812,3.8105E-09
78, 11/28/2025, 11:42:21.935,3.7923E-09
79, 11/28/2025, 11:42:22.058,3.8287E-09
80, 11/28/2025, 11:42:22.181,3.8287E-09
81, 11/28/2025, 11:42:22.303,3.8287E-09
82, 11/28/2025, 11:42:22.425,3.8105E-09
83, 11/28/2025, 11:42:22.548,3.7923E-09
84, 11/28/2025, 11:42:22.672,3.8105E-09
85, 11/28/2025, 11:42:22.795,3.7923E-09
86, 11/28/2025, 11:42:22.918,3.8105E-09
87, 11/28/2025, 11:42:23.041,3.8469E-09
88, 11/28/2025, 11:42:23.163,3.8105E-09
89, 11/28/2025, 11:42:23.286,3.7923E-09
90, 11/28/2025, 11:42:23.408,3.7923E-09
91, 11/28/2025, 11:42:23.531,3.8287E-09
92, 11/28/2025, 11:42:23.656,3.8105E-09
93, 11/28/2025, 11:42:23.779,3.8105E-09
94, 11/28/2025, 11:42:23.902,3.8105E-09
95, 11/28/2025, 11:42:24.026,3.7741E-09
96, 11/28/2025, 11:42:24.150,3.8105E-09
97, 11/28/2025, 11:42:24.273,3.7923E-09
98, 11/28/2025, 11:42:24.396,3.8287E-09
99, 11/28/2025, 11:42:24.520,3.8105E-09
100, 11/28/2025, 11:42:24.643,3.7923E-09
101, 11/28/2025, 11:42:24.765,3.8105E-09
102, 11/28/2025, 11:42:24.889,3.8469E-09
103, 11/28/2025, 11:42:25.011,3.8287E-09
104, 11/28/2025, 11:42:25.134,3.8105E-09
105, 11/28/2025, 11:42:25.257,3.8287E-09
106, 11/28/2025, 11:42:25.380,3.8469E-09
107, 11/28/2025, 11:42:25.503,3.8469E-09
108, 11/28/2025, 11:42:25.627,3.7923E-09
109, 11/28/2025, 11:42:25.749,3.7741E-09
110, 11/28/2025, 11:42:25.871,3.8469E-09
111, 11/28/2025, 11:42:25.995,3.8469E-09
112, 11/28/2025, 11:42:26.117,3.8287E-09
113, 11/28/2025, 11:42:26.240,3.8287E-09
114, 11/28/2025, 11:42:26.363,3.8287E-09
115, 11/28/2025, 11:42:26.486,3.8651E-09
116, 11/28/2025, 11:42:26.608,3.8469E-09
117, 11/28/2025, 11:42:26.731,3.8287E-09
118, 11/28/2025, 11:42:26.855,3.8287E-09
119, 11/28/2025, 11:42:26.979,3.8469E-09
120, 11/28/2025, 11:42:27.103,3.7741E-09
121, 11/28/2025, 11:42:27.226,3.7923E-09
122, 11/28/2025, 11:42:27.350,3.8105E-09
123, 11/28/2025, 11:42:27.474,3.7923E-09
124, 11/28/2025, 11:42:27.598,3.7923E-09
125, 11/28/2025, 11:42:27.721,3.8287E-09
126, 11/28/2025, 11:42:27.845,3.8469E-09
127, 11/28/2025, 11:42:27.969,3.8105E-09
128, 11/28/2025, 11:42:28.093,3.7741E-09
129, 11/28/2025, 11:42:28.215,3.7741E-09
130, 11/28/2025, 11:42:28.338,3.8105E-09
131, 11/28/2025, 11:42:28.460,3.8105E-09
132, 11/28/2025, 11:42:28.584,3.8287E-09
133, 11/28/2025, 11:42:28.706,3.7923E-09
134, 11/28/2025, 11:42:28.828,3.8105E-09
135, 11/28/2025, 11:42:28.951,3.8469E-09
136, 11/28/2025, 11:42:29.075,3.8287E-09
137, 11/28/2025, 11:42:29.199,3.7923E-09
138, 11/28/2025, 11:42:29.323,3.8651E-09
139, 11/28/2025, 11:42:29.445,3.7559E-09
140, 11/28/2025, 11:42:29.568,3.8469E-09
141, 11/28/2025, 11:42:29.690,3.8287E-09
142, 11/28/2025, 11:42:29.814,3.8469E-09
143, 11/28/2025, 11:42:29.938,3.7559E-09
144, 11/28/2025, 11:42:30.060,3.8287E-09
145, 11/28/2025, 11:42:30.183,3.8469E-09
146, 11/28/2025, 11:42:30.306,3.8651E-09
147, 11/28/2025, 11:42:30.428,3.8105E-09
148, 11/28/2025, 11:42:30.551,3.8105E-09
149, 11/28/2025, 11:42:30.673,3.8105E-09
150, 11/28/2025, 11:42:30.796,3.8287E-09
151, 11/28/2025, 11:42:30.919,3.8287E-09
152, 11/28/2025, 11:42:31.041,3.8105E-09
153, 11/28/2025, 11:42:31.163,3.8287E-09
154, 11/28/2025, 11:42:31.287,3.8651E-09
155, 11/28/2025, 11:42:31.409,3.8287E-09
156, 11/28/2025, 11:42:31.533,3.8287E-09
157, 11/28/2025, 11:42:31.656,3.8105E-09
158, 11/28/2025, 11:42:31.780,3.8105E-09
159, 11/28/2025, 11:42:31.904,3.7923E-09
160, 11/28/2025, 11:42:32.026,3.8105E-09
161, 11/28/2025, 11:42:32.148,3.8287E-09
162, 11/28/2025, 11:42:32.271,3.8287E-09
163, 11/28/2025, 11:42:32.395,3.8287E-09
164, 11/28/2025, 11:42:32.517,3.7923E-09
165, 11/28/2025, 11:42:32.638,3.8105E-09
166, 11/28/2025, 11:42:32.763,3.8287E-09
167, 11/28/2025, 11:42:32.886,3.7741E-09
168, 11/28/2025, 11:42:33.010,3.8287E-09
169, 11/28/2025, 11:42:33.133,3.8287E-09
170, 11/28/2025, 11:42:33.255,3.8105E-09
171, 11/28/2025, 11:42:33.378,3.8105E-09
172, 11/28/2025, 11:42:33.501,3.8105E-09
173, 11/28/2025, 11:42:33.623,3.8287E-09
174, 11/28/2025, 11:42:33.746,3.8287E-09
175, 11/28/2025, 11:42:33.870,3.8105E-09
176, 11/28/2025, 11:42:33.993,3.8651E-09
177, 11/28/2025, 11:42:34.117,3.8469E-09
178, 11/28/2025, 11:42:34.240,3.8287E-09
179, 11/28/2025, 11:42:34.363,3.8105E-09
180, 11/28/2025, 11:42:34.487,3.8105E-09
181, 11/28/2025, 11:42:34.610,3.7559E-09
182, 11/28/2025, 11:42:34.732,3.7559E-09
183, 11/28/2025, 11:42:34.855,3.8287E-09
184, 11/28/2025, 11:42:34.977,3.8287E-09
185, 11/28/2025, 11:42:35.100,3.8469E-09
186, 11/28/2025, 11:42:35.224,3.8105E-09
187, 11/28/2025, 11:42:35.347,3.7559E-09
188, 11/28/2025, 11:42:35.469,3.7923E-09
189, 11/28/2025, 11:42:35.592,3.7741E-09
190, 11/28/2025, 11:42:35.714,3.7741E-09
191, 11/28/2025, 11:42:35.837,3.7923E-09
192, 11/28/2025, 11:42:35.959,3.8105E-09
193, 11/28/2025, 11:42:36.083,3.7741E-09
194, 11/28/2025, 11:42:36.205,3.8105E-09
195, 11/28/2025, 11:42:36.329,3.8105E-09
196, 11/28/2025, 11:42:36.451,3.8105E-09
197, 11/28/2025, 11:42:36.574,3.8105E-09
198, 11/28/2025, 11:42:36.696,3.8105E-09
199, 11/28/2025, 11:42:36.820,3.8469E-09
200, 11/28/2025, 11:42:36.943,3.8105E-09
201, 11/28/2025, 11:42:37.065,3.7923E-09
202, 11/28/2025, 11:42:37.188,3.8287E-09
203, 11/28/2025, 11:42:37.311,3.8287E-09
204, 11/28/2025, 11:42:37.434,3.7923E-09
205, 11/28/2025, 11:42:37.557,3.7559E-09
206, 11/28/2025, 11:42:37.680,3.8105E-09
207, 11/28/2025, 11:42:37.803,3.8287E-09
208, 11/28/2025, 11:42:37.927,3.8105E-09
209, 11/28/2025, 11:42:38.050,3.8287E-09
210, 11/28/2025, 11:42:38.172,3.7741E-09
211, 11/28/2025, 11:42:38.295,3.7559E-09
212, 11/28/2025, 11:42:38.420,3.7923E-09
213, 11/28/2025, 11:42:38.544,3.7923E-09
214, 11/28/2025, 11:42:38.667,3.7559E-09
215, 11/28/2025, 11:42:38.791,3.7923E-09
216, 11/28/2025, 11:42:38.914,3.8105E-09
217, 11/28/2025, 11:42:39.036,3.8105E-09
218, 11/28/2025, 11:42:39.160,3.7741E-09
219, 11/28/2025, 11:42:39.283,3.8287E-09
220, 11/28/2025, 11:42:39.405,3.8105E-09
221, 11/28/2025, 11:42:39.528,3.8287E-09
222, 11/28/2025, 11:42:39.651,3.8105E-09
223, 11/28/2025, 11:42:39.774,3.8105E-09
224, 11/28/2025, 11:42:39.897,3.7923E-09
225, 11/28/2025, 11:42:40.020,3.7741E-09
226, 11/28/2025, 11:42:40.144,3.7559E-09
227, 11/28/2025, 11:42:40.267,3.7559E-09
228, 11/28/2025, 11:42:40.392,3.8287E-09
229, 11/28/2025, 11:42:40.515,3.8105E-09
230, 11/28/2025, 11:42:40.638,3.7923E-09
231, 11/28/2025, 11:42:40.761,3.7559E-09
232, 11/28/2025, 11:42:40.883,3.7377E-09
233, 11/28/2025, 11:42:41.013,3.8105E-09
234, 11/28/2025, 11:42:41.138,3.7923E-09
235, 11/28/2025, 11:42:41.261,3.7923E-09
236, 11/28/2025, 11:42:41.385,3.7741E-09
237, 11/28/2025, 11:42:41.509,3.7923E-09
238, 11/28/2025, 11:42:41.631,3.8105E-09
239, 11/28/2025, 11:42:41.755,3.7923E-09
240, 11/28/2025, 11:42:41.878,3.7741E-09
241, 11/28/2025, 11:42:42.001,3.8105E-09
242, 11/28/2025, 11:42:42.123,3.7741E-09
